date,EQ_LARGE_close,EQ_TECH_close,CMD_GOLD_close,VIX_PROXY,RATE_10Y,CREDIT_SPREAD
2001-05-11,87.46348473,79.92577039,78.06687794,9.46654509,2.85143068,0.68188412
2001-05-14,86.82921747,79.18435261,81.3779907,8.44557903,2.90204625,0.6551702
2001-05-15,86.72526212,79.48694984,81.73634153,8.95841716,2.87942715,0.6107869
2001-05-16,87.66415988,79.52570376,81.09803089,10.54115179,2.8659964,0.66794815
2001-05-17,88.16591207,79.84050609,80.25802302,10.04449251,2.88577983,0.64507739
2001-05-18,87.78775087,79.66617973,80.6147834,9.58220797,2.89946926,0.64792325
2001-05-21,87.06450785,79.22548998,79.54095073,10.76729464,2.86344396,0.64027581
2001-05-22,87.32080633,79.47667986,80.47685653,9.38178877,2.88158939,0.61389385
2001-05-23,86.43762964,78.69878538,79.96954415,9.89809889,2.8898147,0.69243286
2001-05-24,85.32152527,77.70072481,79.67553473,13.25641143,2.82857844,0.79651133
2001-05-25,85.31849143,78.12865147,82.866342,12.31596572,2.80762445,0.72261516
2001-05-28,84.99792817,77.86431706,81.44356552,9.68800299,2.82098517,0.596146
2001-05-29,85.12682376,77.89262287,79.02150506,10.50235074,2.84840385,0.65029854
2001-05-30,85.57870791,78.02206822,77.4061716,8.4221315,2.82346976,0.55664777
2001-05-31,86.22674961,78.30088665,77.37912632,11.01608008,2.83156112,0.79995905
2001-06-01,87.0536008,78.75824417,75.1002997,13.00612959,2.82810145,0.88278801
2001-06-04,87.6241734,78.77531146,76.69767889,12.30656923,2.79311011,0.86844523
2001-06-05,87.03967368,78.30027083,77.30099225,12.13106933,2.80804394,0.75389535
2001-06-06,86.97779165,77.8333483,77.35871258,11.38503487,2.79900699,0.68855148
2001-06-07,87.12169499,77.55137045,79.12917429,9.71292595,2.79600145,0.6272313
2001-06-08,87.21173079,78.19803011,77.16194867,9.79808348,2.75195399,0.60090559
2001-06-11,87.40631298,78.63393266,77.2250996,8.0,2.71248319,0.58854691
2001-06-12,87.52026514,78.75573418,78.76719053,8.0,2.71918031,0.54605315
2001-06-13,88.23427608,78.85096525,80.80535643,8.67969018,2.70554937,0.65889436
2001-06-14,88.0508138,79.03463457,82.49136888,8.0,2.74622649,0.53822858
2001-06-15,88.05897014,78.85792832,81.81916334,8.0,2.77057148,0.59327563
2001-06-18,88.20477788,79.28201953,83.55308194,8.0,2.78763623,0.44349916
2001-06-19,89.24952046,80.74098216,80.92813666,9.35150954,2.79149375,0.62836206
2001-06-20,89.54321547,81.26042837,80.84876431,8.0,2.80504255,0.57950275
2001-06-21,89.43870176,80.82076311,81.47821886,8.0,2.80119022,0.58639676
2001-06-22,89.37853034,81.16308921,81.19554538,8.0,2.80674983,0.55799587
2001-06-25,89.21848544,80.92018861,80.96286681,8.0,2.85281466,0.58494819
2001-06-26,88.80245113,80.66588557,81.37881228,8.3329331,2.91025247,0.60224891
2001-06-27,88.46990264,80.22302513,81.9089841,8.0,2.96484791,0.58862555
2001-06-28,87.30211247,79.29240604,80.72688965,10.02523629,2.9448351,0.74637507
2001-06-29,86.63369892,77.92530599,79.54531465,10.08623196,2.91118819,0.66273472
2001-07-02,86.4461393,77.71845787,80.24407297,8.99411631,2.90329877,0.67298645
2001-07-03,86.31257203,77.97325825,80.1343829,8.37767545,2.92644,0.6721283
2001-07-04,85.84164066,77.40980002,78.49400118,8.35658646,2.93740462,0.65316186
2001-07-05,85.61367046,77.63932429,77.41105238,8.0,2.94515086,0.61353563
2001-07-06,84.69577308,76.48052437,74.64183767,8.0,2.99208158,0.61197948
2001-07-09,83.95961069,76.18961787,76.11308372,8.0,2.9624296,0.65026722
2001-07-10,82.35493113,74.26128531,75.48347185,10.50045279,2.98666729,0.76624271
2001-07-11,80.60161399,72.6560186,74.23522154,14.57224139,2.98235096,0.85539669
2001-07-12,80.96892472,72.54285187,77.18361876,16.05760133,2.97219316,0.94479875
2001-07-13,79.87996127,71.75125316,76.6986449,13.12197785,2.99279288,0.89338981
2001-07-16,79.47965958,70.72124361,76.67348224,13.31249775,2.96671864,0.84807028
2001-07-17,79.83462303,71.06131749,76.56677314,15.55782076,2.969689,0.86860663
2001-07-18,79.19157125,70.2330718,75.64039726,12.0125939,2.94479166,0.77588229
2001-07-19,78.57644447,68.57600357,75.64727138,11.76125539,2.91293902,0.79568769
2001-07-20,78.87439163,68.86572955,77.01358336,14.1730386,2.94735491,0.89145638
2001-07-23,78.39185309,67.76565928,77.09095435,11.91097459,2.93552237,0.76768853
2001-07-24,77.2323043,66.09071635,76.84583852,12.93660315,2.98112291,0.80204198
2001-07-25,75.86367474,64.09258618,77.34335316,12.5172799,2.95177355,0.77616764
2001-07-26,75.33896256,63.35955094,75.34477879,13.29506359,2.93830148,0.76886986
2001-07-27,70.51806557,59.78634493,73.37719709,39.26940537,2.92725394,2.01981533
2001-07-30,70.926331,61.1130432,75.55097416,56.96663884,2.93883018,2.80906918
2001-07-31,70.7092339,60.6362272,77.57223369,50.91205919,2.88594889,2.48256851
2001-08-01,70.3005861,59.14069598,76.61219581,32.11339304,2.86838806,1.63461269
2001-08-02,69.7221794,58.70788885,76.23713317,28.77030757,2.81824692,1.4868846
2001-08-03,69.12855826,57.14766463,74.94949066,27.00768882,2.77952044,1.42614298
2001-08-06,68.89383103,56.41978191,74.59382296,23.82777037,2.7801895,1.38823136
2001-08-07,69.85347631,58.01459114,73.1002364,26.74319483,2.78098505,1.43759407
2001-08-08,69.23038019,58.16911969,73.68674093,25.45996105,2.82411871,1.3999996
2001-08-09,68.78136989,57.34592401,72.59155701,22.6281635,2.87521346,1.24864872
2001-08-10,68.49445023,56.25518199,72.89273064,19.41927977,2.88480288,1.1082233
2001-08-13,68.63302956,56.89187057,72.22529868,19.05064869,2.88151203,1.07913518
2001-08-14,68.62034731,56.79206046,72.99624727,16.31338161,2.91787081,0.87658827
2001-08-15,68.95307984,57.52885785,74.47365885,16.95622123,2.91954331,1.04528936
2001-08-16,68.27577886,55.89271841,76.13190154,14.7345301,2.94491713,0.92329064
2001-08-17,68.23361805,55.70443692,76.24755435,14.83336924,2.93092774,0.92412746
2001-08-20,68.40649202,55.39503988,76.54264126,14.14878088,2.86453974,0.89100188
2001-08-21,68.08435141,55.3107434,76.65748606,11.21432978,2.87450936,0.78587265
2001-08-22,68.24876028,54.76351811,78.19052365,12.25059012,2.84386983,0.75837644
2001-08-23,69.74577334,57.04445417,79.75759362,19.31433822,2.85435709,1.13434464
2001-08-24,69.94239493,57.81674005,80.20591053,17.75032351,2.86331297,1.15615281
2001-08-27,69.17250644,56.09365909,79.65776245,18.53991338,2.87811417,1.13968778
2001-08-28,70.47989916,56.87222075,79.27958573,20.3281297,2.88729813,1.15998231
2001-08-29,69.71169032,55.11966196,79.58091514,20.77901868,2.89984268,1.08735061
2001-08-30,69.28255591,54.97710376,80.0538805,18.3893712,2.88860121,0.93095809
2001-08-31,69.10960544,55.23541482,81.48244632,18.63095301,2.91738466,1.04329715
2001-09-03,69.7814747,56.16097166,80.48827424,17.00847541,2.92053755,1.02418082
2001-09-04,71.00504385,57.10967168,82.17979224,19.35811581,2.88667568,1.08047265
2001-09-05,69.5092462,54.38400789,82.15909559,24.0060063,2.8825436,1.32937442
2001-09-06,69.49322472,55.28764915,81.35012034,21.29279919,2.92265566,1.2163175
2001-09-07,69.60647566,56.66391894,80.56768939,18.43384646,2.93686647,1.10688342
2001-09-10,71.43106198,59.49281927,80.10129467,24.73810169,2.96078265,1.41060199
2001-09-11,71.69912412,60.07978734,80.72029615,22.0567573,2.97505594,1.24298422
2001-09-12,71.60296101,59.16303209,80.87082346,19.46363448,2.95366468,1.0882875
2001-09-13,72.96596061,61.70145935,80.69543153,22.05817424,3.01688764,1.2107922
2001-09-14,75.18947846,66.25842144,79.98200887,24.63910403,3.03617767,1.29940183
2001-09-17,75.65759316,67.19832154,81.09592144,21.86474992,3.09034128,1.35840074
2001-09-18,74.53854726,66.86061611,80.11075644,25.25547467,3.04695087,1.4158469
2001-09-19,74.10283458,66.9839784,80.65495295,25.3536448,2.99825833,1.41147721
2001-09-20,76.57619692,71.29132243,80.85039302,28.84844245,2.98956987,1.46198224
2001-09-21,75.54687868,69.38279614,80.43177739,29.73637576,3.02989532,1.50773344
2001-09-24,76.10524139,72.19797821,81.10629775,25.71830522,3.07257001,1.40029776
2001-09-25,77.33642185,76.12524261,81.51665055,25.45090478,3.10200885,1.40918558
2001-09-26,76.65395551,74.1770612,81.38821724,24.91579814,3.13032153,1.38638162
2001-09-27,77.42270742,74.98613702,81.41422161,24.01196951,3.13984512,1.38684422
2001-09-28,75.61772441,73.2120012,81.54614266,29.18959384,3.12432939,1.57502717
2001-10-01,75.42021155,72.41655362,81.66212602,26.37019048,3.13569667,1.40791549
2001-10-02,69.86301693,68.99815004,76.95710861,53.12054504,3.13442606,2.61695405
2001-10-03,72.84246502,73.6534586,80.37102004,88.66774914,3.15346668,4.26167321
2001-10-04,72.86620018,73.79217211,80.14934323,81.23211952,3.17668904,3.94860027
2001-10-05,71.92905696,74.01557687,81.32994163,72.83688845,3.15712413,3.5782137
2001-10-08,73.51382046,75.2922628,82.33684482,70.53964216,3.14098856,3.44018897
2001-10-09,72.8566511,75.85215304,83.03679506,64.43147112,3.19345941,3.24002026
2001-10-10,72.35997475,74.27566923,79.8841022,57.38914281,3.15954249,2.79059163
2001-10-11,70.27946538,70.91589728,82.46867458,58.15563691,3.16942422,2.86791478
2001-10-12,70.69484303,73.4487855,77.75677645,54.22346129,3.1409269,2.6345826
2001-10-15,71.23315095,72.57850415,78.27918765,50.76179105,3.14665395,2.50403853
2001-10-16,70.21021475,71.02369665,75.96389077,47.13487661,3.16522166,2.44267618
2001-10-17,69.44275867,70.26362519,73.44197078,42.98342865,3.13727175,2.10546632
2001-10-18,68.62352381,68.8930006,74.88780524,38.95007255,3.14384817,1.97899897
2001-10-19,69.52696682,67.99051845,74.92521351,41.7467551,3.15262956,2.10110284
2001-10-22,68.92777782,66.85563573,74.37901101,37.73435103,3.1246237,1.93907737
2001-10-23,68.43496024,65.46641425,72.64455414,33.94018273,3.17609721,1.79041344
2001-10-24,67.86194167,65.71376991,69.5395325,30.54311268,3.17467007,1.56545505
2001-10-25,68.00867632,63.33933125,70.88943868,29.55231784,3.22879676,1.5334713
2001-10-26,66.80802085,61.7335542,71.95708018,28.10009564,3.18506217,1.46183786
2001-10-29,64.37568376,60.0362407,70.42932684,39.25050154,3.13903543,1.94345823
2001-10-30,64.58199733,61.68922698,72.9138061,38.38850307,3.12622723,1.95123531
2001-10-31,64.21631617,62.15944205,70.10732438,34.27897559,3.15422147,1.74184428
2001-11-01,65.07236923,62.2903847,70.54392652,35.92021299,3.16427562,1.8199696
2001-11-02,65.97165252,63.04148942,72.42606398,36.69963522,3.17210242,1.82891965
2001-11-05,65.6477485,61.63871806,75.01820448,35.4572924,3.14757546,1.75635302
2001-11-06,66.65912036,63.97005162,73.24857645,34.26038307,3.14574465,1.7104295
2001-11-07,69.45296509,67.34880408,72.4037471,49.637293,3.1651132,2.40221486
2001-11-08,71.36129875,68.93923261,71.20418643,47.5982659,3.19292022,2.32142869
2001-11-09,71.79977379,69.54511369,73.554174,43.18740216,3.18818895,2.10033926
2001-11-12,73.23609334,70.49375649,71.94767217,40.52937561,3.17410449,1.99518338
2001-11-13,72.83933847,68.56548394,69.48577334,41.12461668,3.17663856,2.16349558
2001-11-14,71.31743181,65.7631126,70.74037269,46.65952685,3.22913705,2.26538213
2001-11-15,71.60795487,67.73150019,69.7690048,42.67914801,3.26019696,2.17691861
2001-11-16,74.13570762,71.13175009,70.33290519,46.75593525,3.26339777,2.47516699
2001-11-19,75.20497452,70.89975631,72.72515424,42.82535716,3.23321387,2.21821036
2001-11-20,73.8706727,70.04487197,68.70317849,48.16062853,3.23655763,2.42627957
2001-11-21,74.71947158,70.76307633,67.47004501,43.1287531,3.22640599,2.1549751
2001-11-22,76.21275195,73.56844777,70.94970677,40.77960425,3.2089831,2.17151869
2001-11-23,76.25095584,75.02741641,72.76489232,36.74782544,3.09098567,1.87930783
2001-11-26,77.6084408,75.99853779,77.09644493,35.30753461,3.13900744,1.82402657
2001-11-27,77.30065345,77.98969412,76.04019889,34.11496948,3.1060678,1.68051269
2001-11-28,78.54527052,78.29641352,77.25602418,32.82487781,3.1085804,1.71881686
2001-11-29,77.25057162,76.79377228,76.4303564,37.47608267,3.10403961,1.94089573
2001-11-30,79.2365938,79.30651208,79.07436928,38.13737124,3.111227,1.85806205
2001-12-03,79.14311727,79.19894556,81.68303151,35.19050942,3.07441538,1.82512997
2001-12-04,78.50579287,78.43657085,80.27312886,36.64737911,3.05735901,1.90099339
2001-12-05,78.46055566,80.72587419,80.77045912,31.53588745,3.03362705,1.66481977
2001-12-06,81.13019382,82.86597877,82.91584088,39.98718688,3.07334936,1.96503304
2001-12-07,82.90344284,83.51970291,82.57596829,38.22491047,3.04917045,1.92823606
2001-12-10,82.38389178,82.18687342,83.7391989,38.48385896,3.00504436,2.02534379
2001-12-11,81.11600874,80.71841971,81.41724833,41.64654634,2.9630302,2.13630404
2001-12-12,79.04038677,79.20695016,81.6582781,46.43107289,2.98628231,2.25204962
2001-12-13,81.35537852,82.93230903,80.3513436,50.42645092,2.99985142,2.51115976
2001-12-14,79.4361235,79.62619421,82.08740399,52.46323493,2.93247566,2.49695141
2001-12-17,79.52958567,78.69210881,85.79166994,47.20564195,2.90582491,2.38115016
2001-12-18,82.37770631,83.45247292,84.89230074,54.66355943,2.89797312,2.75194603
2001-12-19,82.56281874,80.78899463,83.74829636,49.20308229,2.86056249,2.55667697
2001-12-20,82.32654922,79.28054831,85.46253163,45.68747396,2.87329118,2.25965377
2001-12-21,79.93111614,76.36409128,86.64431573,50.8086838,2.88041236,2.51222981
2001-12-24,80.33859843,74.44198753,84.79351537,46.90897715,2.93155103,2.33224725
2001-12-25,80.06592022,74.1304003,85.63843034,42.97487833,2.90828242,2.11759227
2001-12-26,80.61991182,73.91556812,81.22384411,38.7556478,2.92110902,1.92578981
2001-12-27,79.54836435,72.8489687,78.6993334,37.48833029,2.99752379,1.94018751
2001-12-28,80.81746604,75.18107492,80.05985648,38.67078307,3.01665283,1.93779908
2001-12-31,80.47680889,73.1741922,79.40451487,34.75970153,3.02302454,1.78617649
2002-01-01,79.48719253,70.66165096,79.52907055,33.41825835,3.06362133,1.70440185
2002-01-02,77.65355117,70.71369089,76.30995107,36.1221045,3.11334046,1.82311667
2002-01-03,80.16715462,72.33769508,76.16154954,48.44387238,3.1101165,2.35525536
2002-01-04,78.31463041,72.85469612,74.17440678,47.18886599,3.13865825,2.32816598
2002-01-07,78.31849183,73.52288866,77.51874372,44.90386366,3.19766778,2.29645073
2002-01-08,78.38478905,72.59897875,80.41215524,40.40302121,3.19252667,2.11310144
2002-01-09,78.25361403,72.70591791,81.20893459,26.76868458,3.18125807,1.53105803
2002-01-10,78.43188706,72.127943,82.17903029,21.90769444,3.20853449,1.13206532
2002-01-11,78.48085656,71.48931037,83.44568208,21.90310351,3.2252169,1.15021601
2002-01-14,78.90219656,72.52683366,82.40216932,19.25185762,3.24734723,1.13508845
2002-01-15,78.36058459,71.61881445,81.85894295,17.83681864,3.25199795,1.05948156
2002-01-16,78.72522135,72.23724447,83.54599739,16.88400356,3.24412086,0.95228697
2002-01-17,79.51768082,72.96176454,83.41775492,16.50525195,3.23965618,1.00302874
2002-01-18,78.65136659,72.72970625,83.49791598,16.05065752,3.24405826,0.95220649
2002-01-21,78.67890699,72.67333801,82.09259295,15.72082533,3.19033416,0.85902699
2002-01-22,78.50602598,71.7916153,80.65672043,14.438057,3.20901671,0.90058378
2002-01-23,78.58511079,72.51777593,79.84410195,11.88316685,3.27183186,0.77389011
2002-01-24,77.79569967,71.06279813,80.31429805,13.66005553,3.25629026,0.84390033
2002-01-25,77.64638958,70.77116294,79.58260014,11.95410155,3.22177518,0.7801387
2002-01-28,77.76010756,71.33510705,79.73683298,11.44173243,3.26766701,0.6585513
2002-01-29,78.35955513,72.50673562,78.39019469,11.95356507,3.29109125,0.80871591
2002-01-30,78.95083303,72.77400155,78.42184709,11.54452542,3.30776049,0.7493448
2002-01-31,80.08478427,73.4358219,77.632886,14.62583922,3.28042504,0.95184493
2002-02-01,79.84149176,73.69639048,76.64624919,12.76235471,3.24492548,0.81491416
2002-02-04,80.81822216,74.19608186,78.09264084,11.95034091,3.27164318,0.78057838
2002-02-05,79.83640482,72.8278328,79.52704204,16.58258812,3.30482228,0.93671378
2002-02-06,80.05563786,72.48988244,78.58548735,13.17625219,3.29248049,0.75866843
2002-02-07,80.76427109,73.18624263,78.39912595,13.92916624,3.31855367,0.87140545
2002-02-08,81.22092811,74.26633907,76.70740188,12.44939857,3.34512641,0.73990068
2002-02-11,81.75905561,74.90019603,75.51718113,9.90735192,3.35204153,0.69237636
2002-02-12,82.51380023,75.55469455,74.77949261,9.74477187,3.33071762,0.65867944
2002-02-13,82.17730851,73.47654661,75.04512168,13.23866185,3.31891095,0.71603026
2002-02-14,82.08747429,73.27045476,74.4760982,10.22491194,3.28663449,0.70617493
2002-02-15,81.95821575,73.139334,74.29391247,8.33375211,3.22364608,0.64602259
2002-02-18,82.97974804,74.25506896,74.20753757,10.63312897,3.15951359,0.66326583
2002-02-19,83.52387558,75.56268725,73.91303358,14.87327483,3.16859088,0.84604575
2002-02-20,82.05373221,72.13931884,73.22318016,25.38320893,3.18866867,1.3799816
2002-02-21,81.29954494,70.08492191,67.11601835,22.73333527,3.17119378,1.22390335
2002-02-22,81.60003595,71.29527087,70.8702278,22.21703522,3.1674454,1.22224931
2002-02-25,83.26728148,74.42127289,67.9745079,27.906168,3.22186921,1.41869856
2002-02-26,82.78298858,74.87008861,68.41554225,26.44356639,3.23051557,1.3875028
2002-02-27,83.17919333,74.89353103,64.8797916,25.1063749,3.26377462,1.33582521
2002-02-28,82.0538131,72.82134584,62.6488292,26.26908738,3.30963829,1.38602783
2002-03-01,82.45583433,72.43487196,62.77203122,22.82413716,3.27715128,1.31819612
2002-03-04,82.89703513,72.68629449,61.09851726,22.52447267,3.30618673,1.20006962
2002-03-05,79.95104386,69.18260221,58.94292604,39.89917548,3.263236,1.93916829
2002-03-06,79.99326567,68.5473553,58.90909561,36.83919813,3.28158287,1.82403527
2002-03-07,80.40285233,70.3820523,61.05552207,35.03188095,3.25267602,1.75615887
2002-03-08,80.84284148,71.1095846,59.45289345,30.43399151,3.2826068,1.61663286
2002-03-11,78.66089799,69.40178536,60.86516799,38.02346401,3.25069946,2.00441714
2002-03-12,79.32519553,70.55163174,62.8881894,37.08803717,3.2306342,1.89573147
2002-03-13,77.32480703,67.3800624,63.92582379,38.40410723,3.25995018,2.00695928
2002-03-14,76.19435566,65.53662239,63.90736708,34.64980362,3.24792738,1.7444353
2002-03-15,77.25454173,66.10589586,66.35966139,39.9387088,3.23975187,2.06606977
2002-03-18,78.64933562,67.986208,68.34356632,41.70467878,3.27414561,2.09824865
2002-03-19,78.82862818,66.85251569,68.10049307,35.96090926,3.29728463,1.83956487
2002-03-20,79.6161574,67.23322026,72.1580975,34.3334137,3.28556447,1.74417543
2002-03-21,76.76894205,64.74326861,75.42168685,46.99870501,3.30558389,2.33092079
2002-03-22,76.49626023,65.70116571,76.50561779,42.89715749,3.33056219,2.20652513
2002-03-25,75.99256599,64.58355979,77.29581548,38.07083906,3.32836119,1.91830082
2002-03-26,77.6643126,65.66536392,78.73151426,43.84082428,3.34417002,2.21939947
2002-03-27,78.36218865,66.32075459,75.95790049,40.26499276,3.35886957,2.02487648
2002-03-28,79.72991491,68.30030484,74.7918671,39.96032479,3.37151871,2.00182897
